Age;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999
1645;11.352;12.506;13.253;13.673;14.356;14.842;15.602;17.163;18.942;20;20.761;21.964;22.795;24.484;27.795
1646;11.355;12.51;13.257;13.678;14.36;14.847;15.607;17.169;18.949;20.007;20.769;21.972;22.804;24.494;27.806
1647;11.358;12.514;13.261;13.682;14.365;14.852;15.612;17.175;18.956;20.014;20.777;21.981;22.813;24.504;27.819
1648;11.362;12.517;13.265;13.686;14.369;14.856;15.617;17.181;18.962;20.022;20.785;21.989;22.822;24.514;27.831
1649;11.365;12.521;13.269;13.69;14.374;14.861;15.622;17.187;18.969;20.029;20.793;21.998;22.831;24.525;27.844
1650;11.368;12.525;13.273;13.694;14.378;14.866;15.627;17.193;18.976;20.037;20.8;22.006;22.84;24.535;27.856
1651;11.371;12.528;13.277;13.699;14.383;14.871;15.633;17.199;18.983;20.044;20.809;22.015;22.85;24.545;27.868
1652;11.374;12.532;13.282;13.703;14.387;14.876;15.638;17.205;18.99;20.052;20.816;22.024;22.858;24.555;27.88
1653;11.377;12.536;13.285;13.707;14.392;14.88;15.643;17.211;18.997;20.059;20.824;22.032;22.868;24.565;27.893
1654;11.38;12.539;13.289;13.711;14.396;14.885;15.648;17.216;19.004;20.067;20.832;22.041;22.877;24.576;27.905
1655;11.384;12.543;13.293;13.715;14.401;14.89;15.653;17.222;19.011;20.074;20.84;22.049;22.886;24.586;27.917
1656;11.387;12.547;13.297;13.719;14.405;14.894;15.658;17.228;19.017;20.082;20.848;22.058;22.895;24.596;27.93
1657;11.39;12.55;13.301;13.724;14.41;14.899;15.663;17.234;19.024;20.089;20.856;22.067;22.904;24.606;27.942
1658;11.393;12.554;13.305;13.728;14.414;14.904;15.668;17.24;19.031;20.096;20.864;22.075;22.913;24.616;27.955
1659;11.397;12.558;13.309;13.732;14.419;14.909;15.674;17.246;19.038;20.104;20.872;22.084;22.922;24.626;27.967
1660;11.4;12.561;13.313;13.736;14.423;14.913;15.679;17.252;19.045;20.111;20.88;22.093;22.931;24.636;27.979
1661;11.403;12.565;13.317;13.74;14.428;14.918;15.684;17.258;19.052;20.119;20.887;22.101;22.94;24.646;27.991
1662;11.406;12.569;13.321;13.745;14.432;14.923;15.689;17.264;19.059;20.126;20.895;22.11;22.95;24.657;28.004
1663;11.409;12.572;13.325;13.749;14.437;14.928;15.694;17.27;19.065;20.133;20.903;22.118;22.958;24.666;28.015
1664;11.412;12.576;13.329;13.753;14.441;14.932;15.699;17.275;19.072;20.141;20.911;22.127;22.968;24.677;28.028
1665;11.415;12.58;13.333;13.757;14.446;14.937;15.704;17.281;19.079;20.149;20.919;22.136;22.977;24.687;28.041
1666;11.419;12.583;13.337;13.761;14.45;14.942;15.709;17.287;19.086;20.156;20.927;22.144;22.986;24.697;28.053
1667;11.422;12.587;13.341;13.765;14.455;14.946;15.714;17.293;19.093;20.163;20.935;22.153;22.995;24.708;28.066
1668;11.425;12.591;13.345;13.77;14.459;14.951;15.719;17.299;19.1;20.171;20.943;22.161;23.004;24.717;28.078
1669;11.428;12.594;13.349;13.774;14.464;14.956;15.725;17.305;19.107;20.178;20.951;22.17;23.013;24.728;28.09
1670;11.431;12.598;13.353;13.778;14.468;14.961;15.73;17.311;19.113;20.186;20.958;22.178;23.022;24.738;28.102
1671;11.434;12.602;13.357;13.782;14.473;14.965;15.735;17.317;19.12;20.193;20.966;22.187;23.032;24.748;28.115
1672;11.438;12.605;13.361;13.786;14.477;14.97;15.74;17.323;19.127;20.201;20.974;22.195;23.04;24.758;28.127
1673;11.441;12.609;13.365;13.791;14.482;14.975;15.745;17.329;19.134;20.208;20.982;22.204;23.05;24.768;28.14
1674;11.444;12.613;13.369;13.795;14.486;14.98;15.75;17.334;19.141;20.215;20.99;22.213;23.059;24.778;28.151
1675;11.447;12.616;13.373;13.799;14.491;14.984;15.755;17.34;19.148;20.223;20.998;22.221;23.068;24.789;28.164
1676;11.45;12.62;13.377;13.803;14.495;14.989;15.76;17.346;19.154;20.23;21.005;22.23;23.077;24.798;28.176
1677;11.453;12.623;13.381;13.807;14.5;14.994;15.765;17.352;19.161;20.238;21.013;22.238;23.086;24.809;28.188
1678;11.457;12.627;13.385;13.811;14.504;14.999;15.77;17.358;19.168;20.245;21.021;22.247;23.095;24.819;28.2
1679;11.46;12.631;13.389;13.816;14.509;15.003;15.775;17.364;19.175;20.253;21.029;22.256;23.104;24.829;28.213
1680;11.463;12.635;13.393;13.82;14.513;15.008;15.781;17.37;19.182;20.26;21.037;22.264;23.113;24.839;28.225
1681;11.466;12.638;13.397;13.824;14.518;15.013;15.786;17.376;19.189;20.268;21.045;22.273;23.122;24.849;28.238
1682;11.469;12.642;13.401;13.828;14.522;15.017;15.791;17.382;19.195;20.275;21.053;22.281;23.131;24.859;28.25
1683;11.472;12.645;13.405;13.832;14.527;15.022;15.796;17.387;19.202;20.282;21.061;22.29;23.14;24.869;28.262
1684;11.475;12.649;13.409;13.836;14.531;15.027;15.801;17.393;19.209;20.29;21.068;22.298;23.149;24.879;28.274
1685;11.479;12.653;13.413;13.841;14.536;15.031;15.806;17.399;19.216;20.297;21.076;22.307;23.159;24.89;28.287
1686;11.481;12.656;13.417;13.845;14.54;15.036;15.811;17.405;19.223;20.305;21.084;22.316;23.168;24.9;28.3
1687;11.485;12.66;13.421;13.849;14.545;15.041;15.816;17.411;19.23;20.312;21.092;22.324;23.177;24.91;28.312
1688;11.488;12.663;13.425;13.853;14.549;15.046;15.821;17.417;19.237;20.32;21.1;22.333;23.186;24.92;28.324
1689;11.491;12.667;13.429;13.857;14.554;15.05;15.826;17.423;19.243;20.327;21.108;22.341;23.195;24.93;28.336
1690;11.494;12.671;13.433;13.861;14.558;15.055;15.831;17.429;19.25;20.334;21.116;22.35;23.204;24.941;28.349
1691;11.497;12.674;13.437;13.866;14.563;15.06;15.837;17.434;19.257;20.342;21.124;22.358;23.213;24.95;28.361
1692;11.5;12.678;13.441;13.87;14.567;15.064;15.842;17.44;19.264;20.349;21.132;22.367;23.222;24.961;28.374
1693;11.504;12.682;13.445;13.874;14.572;15.069;15.847;17.446;19.271;20.357;21.139;22.376;23.231;24.971;28.385
1694;11.507;12.685;13.449;13.878;14.576;15.074;15.852;17.452;19.278;20.364;21.147;22.384;23.24;24.981;28.398
1695;11.51;12.689;13.453;13.882;14.581;15.079;15.857;17.458;19.284;20.371;21.155;22.393;23.249;24.991;28.41
1696;11.513;12.692;13.456;13.886;14.585;15.083;15.862;17.464;19.291;20.379;21.163;22.401;23.259;25.001;28.423
1697;11.516;12.696;13.461;13.891;14.589;15.088;15.867;17.47;19.298;20.386;21.171;22.41;23.267;25.011;28.435
1698;11.519;12.7;13.464;13.895;14.594;15.093;15.872;17.476;19.305;20.394;21.179;22.419;23.277;25.022;28.447
1699;11.523;12.704;13.469;13.899;14.598;15.097;15.877;17.481;19.312;20.401;21.186;22.427;23.286;25.032;28.459
1700;11.525;12.707;13.472;13.903;14.603;15.102;15.882;17.487;19.318;20.409;21.194;22.436;23.295;25.042;28.472
1701;11.529;12.711;13.476;13.907;14.607;15.107;15.887;17.493;19.325;20.416;21.202;22.444;23.304;25.052;28.484
1702;11.532;12.714;13.48;13.911;14.612;15.111;15.892;17.499;19.332;20.424;21.21;22.453;23.313;25.062;28.497
1703;11.535;12.718;13.484;13.915;14.616;15.116;15.897;17.505;19.339;20.431;21.218;22.461;23.322;25.072;28.509
1704;11.538;12.722;13.488;13.919;14.621;15.121;15.902;17.511;19.346;20.438;21.226;22.47;23.331;25.082;28.521
1705;11.541;12.725;13.492;13.924;14.625;15.126;15.908;17.517;19.353;20.446;21.234;22.479;23.34;25.092;28.533
1706;11.544;12.729;13.496;13.928;14.63;15.13;15.913;17.522;19.359;20.453;21.242;22.487;23.349;25.103;28.546
1707;11.548;12.733;13.5;13.932;14.634;15.135;15.918;17.528;19.366;20.46;21.249;22.496;23.358;25.112;28.558
1708;11.551;12.736;13.504;13.936;14.639;15.14;15.923;17.534;19.373;20.468;21.257;22.504;23.367;25.123;28.571
1709;11.554;12.74;13.508;13.94;14.643;15.144;15.928;17.54;19.38;20.475;21.265;22.513;23.376;25.133;28.582
1710;11.557;12.743;13.512;13.944;14.647;15.149;15.933;17.546;19.387;20.483;21.273;22.522;23.386;25.143;28.595
1711;11.56;12.747;13.516;13.949;14.652;15.154;15.938;17.552;19.393;20.49;21.281;22.53;23.394;25.153;28.607
1712;11.563;12.751;13.52;13.953;14.656;15.158;15.943;17.558;19.4;20.498;21.289;22.539;23.404;25.164;28.62
1713;11.566;12.754;13.524;13.957;14.661;15.163;15.948;17.563;19.407;20.505;21.296;22.547;23.412;25.173;28.632
1714;11.569;12.758;13.528;13.961;14.665;15.168;15.953;17.569;19.414;20.512;21.304;22.556;23.422;25.184;28.644
1715;11.573;12.761;13.532;13.965;14.67;15.173;15.958;17.575;19.421;20.52;21.312;22.564;23.431;25.193;28.656
1716;11.576;12.765;13.536;13.969;14.674;15.177;15.963;17.581;19.427;20.527;21.32;22.572;23.439;25.203;28.668
1717;11.579;12.769;13.54;13.973;14.679;15.182;15.968;17.587;19.434;20.535;21.328;22.581;23.449;25.214;28.681
1718;11.582;12.772;13.544;13.978;14.683;15.187;15.973;17.593;19.441;20.542;21.335;22.589;23.458;25.224;28.693
1719;11.585;12.776;13.548;13.982;14.688;15.191;15.978;17.599;19.448;20.549;21.343;22.598;23.467;25.234;28.706
1720;11.588;12.78;13.552;13.986;14.692;15.196;15.984;17.604;19.455;20.557;21.351;22.607;23.476;25.244;28.717
1721;11.591;12.783;13.555;13.99;14.696;15.201;15.989;17.61;19.462;20.564;21.359;22.615;23.485;25.254;28.73
1722;11.595;12.787;13.559;13.994;14.701;15.205;15.994;17.616;19.468;20.571;21.367;22.624;23.494;25.264;28.742
1723;11.598;12.79;13.563;13.998;14.705;15.21;15.999;17.622;19.475;20.579;21.375;22.632;23.503;25.274;28.755
1724;11.601;12.794;13.567;14.002;14.71;15.215;16.004;17.628;19.482;20.586;21.383;22.641;23.512;25.284;28.767
1725;11.604;12.798;13.571;14.006;14.714;15.219;16.009;17.634;19.489;20.594;21.39;22.65;23.521;25.295;28.779
1726;11.607;12.801;13.575;14.011;14.719;15.224;16.014;17.639;19.495;20.601;21.398;22.658;23.53;25.305;28.791
1727;11.61;12.805;13.579;14.015;14.723;15.229;16.019;17.645;19.502;20.609;21.406;22.667;23.539;25.315;28.804
1728;11.613;12.808;13.583;14.019;14.728;15.233;16.024;17.651;19.509;20.616;21.414;22.675;23.548;25.325;28.816
1729;11.616;12.812;13.587;14.023;14.732;15.238;16.029;17.657;19.516;20.623;21.422;22.684;23.558;25.335;28.829
1730;11.619;12.816;13.591;14.027;14.737;15.243;16.034;17.663;19.523;20.631;21.429;22.692;23.566;25.345;28.841
1731;11.622;12.819;13.595;14.031;14.741;15.247;16.039;17.669;19.53;20.638;21.437;22.701;23.576;25.355;28.854
1732;11.626;12.823;13.599;14.035;14.745;15.252;16.044;17.675;19.536;20.645;21.445;22.709;23.584;25.365;28.865
1733;11.629;12.826;13.603;14.039;14.75;15.257;16.049;17.68;19.543;20.653;21.453;22.718;23.594;25.376;28.878
1734;11.632;12.83;13.607;14.044;14.754;15.261;16.054;17.686;19.55;20.66;21.461;22.726;23.602;25.385;28.89
1735;11.635;12.834;13.611;14.048;14.759;15.266;16.059;17.692;19.557;20.667;21.469;22.735;23.611;25.395;28.902
1736;11.638;12.837;13.614;14.052;14.763;15.271;16.064;17.698;19.563;20.675;21.476;22.743;23.621;25.406;28.915
1737;11.641;12.841;13.618;14.056;14.768;15.275;16.069;17.704;19.57;20.682;21.484;22.752;23.629;25.415;28.926
1738;11.644;12.844;13.622;14.06;14.772;15.28;16.074;17.71;19.577;20.69;21.492;22.761;23.639;25.426;28.939
1739;11.648;12.848;13.626;14.064;14.777;15.285;16.079;17.715;19.584;20.697;21.5;22.769;23.648;25.436;28.951
1740;11.651;12.852;13.63;14.068;14.781;15.289;16.084;17.721;19.591;20.704;21.508;22.778;23.657;25.446;28.964
1741;11.654;12.855;13.634;14.072;14.785;15.294;16.089;17.727;19.597;20.712;21.515;22.786;23.666;25.456;28.976
1742;11.657;12.859;13.638;14.077;14.79;15.299;16.094;17.733;19.604;20.719;21.523;22.795;23.675;25.466;28.989
1743;11.66;12.862;13.642;14.081;14.794;15.303;16.1;17.739;19.611;20.727;21.531;22.803;23.684;25.476;29.001
1744;11.663;12.866;13.646;14.085;14.799;15.308;16.104;17.744;19.618;20.734;21.539;22.812;23.693;25.487;29.013
1745;11.666;12.87;13.65;14.089;14.803;15.313;16.11;17.75;19.624;20.741;21.547;22.82;23.702;25.496;29.025
1746;11.669;12.873;13.654;14.093;14.807;15.317;16.115;17.756;19.631;20.749;21.555;22.829;23.711;25.507;29.038
1747;11.672;12.877;13.658;14.097;14.812;15.322;16.12;17.762;19.638;20.756;21.562;22.837;23.72;25.517;29.05
1748;11.676;12.88;13.662;14.101;14.816;15.327;16.125;17.768;19.645;20.763;21.57;22.845;23.729;25.526;29.062
1749;11.678;12.884;13.665;14.105;14.821;15.331;16.13;17.774;19.652;20.771;21.578;22.854;23.738;25.537;29.074
1750;11.682;12.888;13.669;14.11;14.825;15.336;16.135;17.779;19.658;20.778;21.586;22.863;23.747;25.547;29.086
1751;11.685;12.891;13.673;14.113;14.83;15.341;16.14;17.785;19.665;20.785;21.594;22.871;23.756;25.557;29.099
1752;11.688;12.895;13.677;14.118;14.834;15.345;16.145;17.791;19.672;20.793;21.601;22.88;23.765;25.567;29.111
1753;11.691;12.898;13.681;14.122;14.838;15.35;16.15;17.797;19.679;20.8;21.609;22.888;23.774;25.577;29.124
1754;11.694;12.902;13.685;14.126;14.843;15.355;16.155;17.803;19.685;20.808;21.617;22.897;23.783;25.587;29.136
1755;11.697;12.905;13.689;14.13;14.847;15.359;16.16;17.808;19.692;20.815;21.625;22.905;23.792;25.598;29.149
1756;11.7;12.909;13.693;14.134;14.852;15.364;16.165;17.814;19.699;20.822;21.633;22.914;23.801;25.607;29.16
1757;11.703;12.913;13.697;14.138;14.856;15.369;16.17;17.82;19.706;20.83;21.64;22.922;23.81;25.617;29.172
1758;11.706;12.916;13.701;14.142;14.861;15.373;16.175;17.826;19.712;20.837;21.648;22.931;23.819;25.628;29.185
1759;11.71;12.92;13.705;14.146;14.865;15.378;16.18;17.832;19.719;20.844;21.656;22.939;23.828;25.637;29.197
1760;11.712;12.923;13.708;14.15;14.869;15.382;16.185;17.837;19.726;20.852;21.664;22.948;23.837;25.648;29.21
1761;11.716;12.927;13.712;14.155;14.874;15.387;16.19;17.843;19.733;20.859;21.671;22.956;23.846;25.658;29.222
1762;11.719;12.93;13.716;14.159;14.878;15.392;16.195;17.849;19.74;20.866;21.679;22.965;23.855;25.668;29.234
1763;11.722;12.934;13.72;14.163;14.883;15.396;16.2;17.855;19.746;20.874;21.687;22.973;23.864;25.678;29.246
1764;11.725;12.938;13.724;14.167;14.887;15.401;16.205;17.861;19.753;20.881;21.695;22.982;23.873;25.688;29.259
1765;11.728;12.941;13.728;14.171;14.891;15.406;16.21;17.866;19.76;20.888;21.703;22.99;23.882;25.698;29.271
1766;11.731;12.945;13.732;14.175;14.896;15.41;16.215;17.872;19.766;20.896;21.71;22.999;23.891;25.708;29.283
1767;11.734;12.948;13.736;14.179;14.9;15.415;16.22;17.878;19.773;20.903;21.718;23.007;23.9;25.718;29.296
1768;11.737;12.952;13.74;14.183;14.905;15.42;16.225;17.884;19.78;20.91;21.726;23.016;23.909;25.728;29.307
1769;11.74;12.955;13.744;14.187;14.909;15.424;16.23;17.89;19.787;20.918;21.734;23.024;23.918;25.739;29.32
1770;11.743;12.959;13.748;14.191;14.913;15.429;16.235;17.895;19.794;20.925;21.742;23.033;23.927;25.748;29.332
1771;11.746;12.963;13.751;14.195;14.918;15.433;16.24;17.901;19.8;20.933;21.75;23.041;23.936;25.759;29.345
1772;11.75;12.966;13.755;14.2;14.922;15.438;16.245;17.907;19.807;20.94;21.757;23.05;23.945;25.769;29.357
1773;11.753;12.97;13.759;14.204;14.927;15.443;16.25;17.913;19.814;20.947;21.765;23.058;23.954;25.778;29.369
1774;11.756;12.973;13.763;14.208;14.931;15.447;16.255;17.919;19.821;20.955;21.773;23.067;23.963;25.789;29.382
1775;11.759;12.977;13.767;14.212;14.935;15.452;16.26;17.924;19.827;20.962;21.78;23.075;23.972;25.798;29.393
1776;11.762;12.98;13.771;14.216;14.94;15.457;16.265;17.93;19.834;20.969;21.788;23.084;23.981;25.809;29.406
1777;11.765;12.984;13.775;14.22;14.944;15.461;16.27;17.936;19.841;20.976;21.796;23.092;23.99;25.819;29.418
1778;11.768;12.987;13.779;14.224;14.949;15.466;16.275;17.942;19.848;20.984;21.804;23.101;23.999;25.829;29.431
1779;11.771;12.991;13.783;14.228;14.953;15.471;16.28;17.948;19.854;20.991;21.812;23.109;24.008;25.839;29.443
1780;11.774;12.995;13.787;14.232;14.958;15.475;16.285;17.953;19.861;20.998;21.819;23.118;24.017;25.849;29.455
1781;11.777;12.998;13.79;14.236;14.962;15.48;16.29;17.959;19.868;21.006;21.827;23.126;24.026;25.859;29.467
1782;11.78;13.002;13.794;14.24;14.966;15.484;16.295;17.965;19.874;21.013;21.835;23.134;24.035;25.869;29.479
1783;11.783;13.005;13.798;14.244;14.971;15.489;16.3;17.971;19.881;21.021;21.843;23.143;24.044;25.879;29.492
1784;11.786;13.009;13.802;14.248;14.975;15.494;16.305;17.976;19.888;21.028;21.85;23.152;24.053;25.889;29.504
1785;11.79;13.013;13.806;14.253;14.979;15.498;16.31;17.982;19.894;21.035;21.858;23.16;24.062;25.899;29.516
1786;11.793;13.016;13.81;14.257;14.984;15.503;16.315;17.988;19.901;21.042;21.866;23.168;24.071;25.909;29.529
1787;11.796;13.02;13.814;14.261;14.988;15.508;16.32;17.994;19.908;21.05;21.874;23.177;24.08;25.919;29.541
1788;11.799;13.023;13.817;14.265;14.992;15.512;16.325;18;19.915;21.057;21.882;23.186;24.089;25.93;29.553
1789;11.802;13.027;13.821;14.269;14.997;15.517;16.33;18.005;19.921;21.064;21.889;23.194;24.098;25.939;29.565
1790;11.805;13.03;13.825;14.273;15.001;15.521;16.335;18.011;19.928;21.072;21.897;23.203;24.107;25.95;29.578
1791;11.808;13.034;13.829;14.277;15.006;15.526;16.34;18.017;19.935;21.079;21.905;23.211;24.116;25.959;29.59
1792;11.811;13.037;13.833;14.281;15.01;15.531;16.345;18.023;19.942;21.086;21.912;23.219;24.125;25.969;29.602
1793;11.814;13.041;13.837;14.285;15.014;15.535;16.35;18.028;19.948;21.094;21.92;23.228;24.134;25.98;29.615
1794;11.817;13.045;13.841;14.289;15.019;15.54;16.355;18.034;19.955;21.101;21.928;23.236;24.143;25.99;29.627
1795;11.82;13.048;13.844;14.293;15.023;15.544;16.359;18.04;19.962;21.108;21.936;23.245;24.152;26;29.639
1796;11.823;13.051;13.848;14.297;15.028;15.549;16.365;18.046;19.969;21.116;21.943;23.253;24.161;26.01;29.651
1797;11.826;13.055;13.852;14.301;15.032;15.554;16.369;18.051;19.975;21.123;21.951;23.261;24.169;26.019;29.663
1798;11.829;13.059;13.856;14.305;15.036;15.558;16.374;18.057;19.982;21.13;21.959;23.27;24.179;26.03;29.676
1799;11.833;13.062;13.86;14.31;15.041;15.563;16.379;18.063;19.989;21.138;21.967;23.279;24.188;26.04;29.688
1800;11.835;13.066;13.864;14.313;15.045;15.567;16.384;18.069;19.995;21.145;21.975;23.287;24.197;26.05;29.7
1801;11.838;13.069;13.868;14.318;15.049;15.572;16.389;18.074;20.002;21.152;21.982;23.295;24.206;26.06;29.712
1802;11.842;13.073;13.872;14.322;15.054;15.577;16.394;18.08;20.009;21.159;21.99;23.304;24.214;26.07;29.724
1803;11.845;13.076;13.875;14.326;15.058;15.581;16.399;18.086;20.016;21.167;21.998;23.312;24.224;26.08;29.737
1804;11.848;13.08;13.879;14.33;15.062;15.586;16.404;18.092;20.022;21.174;22.005;23.321;24.232;26.09;29.749
1805;11.851;13.083;13.883;14.334;15.067;15.59;16.409;18.097;20.029;21.181;22.013;23.329;24.242;26.1;29.762
1806;11.854;13.087;13.887;14.338;15.071;15.595;16.414;18.103;20.036;21.189;22.021;23.338;24.25;26.11;29.774
1807;11.857;13.091;13.891;14.342;15.076;15.6;16.419;18.109;20.042;21.196;22.029;23.346;24.259;26.12;29.785
1808;11.86;13.094;13.895;14.346;15.08;15.604;16.424;18.115;20.049;21.203;22.036;23.355;24.268;26.13;29.798
1809;11.863;13.098;13.899;14.35;15.084;15.609;16.429;18.12;20.056;21.211;22.044;23.363;24.277;26.14;29.81
1810;11.866;13.101;13.902;14.354;15.089;15.613;16.434;18.126;20.062;21.218;22.052;23.372;24.286;26.15;29.823
1811;11.869;13.105;13.906;14.358;15.093;15.618;16.439;18.132;20.069;21.225;22.06;23.38;24.295;26.16;29.835
1812;11.872;13.108;13.91;14.362;15.097;15.622;16.444;18.138;20.076;21.232;22.067;23.388;24.304;26.17;29.847
1813;11.875;13.112;13.914;14.366;15.102;15.627;16.449;18.143;20.083;21.24;22.075;23.397;24.313;26.18;29.86
1814;11.878;13.115;13.918;14.37;15.106;15.632;16.454;18.149;20.089;21.247;22.083;23.405;24.322;26.19;29.871
1815;11.881;13.119;13.922;14.374;15.11;15.636;16.459;18.155;20.096;21.254;22.09;23.413;24.331;26.2;29.883
1816;11.884;13.122;13.926;14.378;15.115;15.641;16.464;18.161;20.103;21.262;22.098;23.422;24.34;26.21;29.896
1817;11.887;13.126;13.93;14.382;15.119;15.645;16.469;18.166;20.109;21.269;22.106;23.43;24.349;26.22;29.908
1818;11.89;13.129;13.933;14.386;15.123;15.65;16.474;18.172;20.116;21.276;22.114;23.439;24.358;26.23;29.921
1819;11.893;13.133;13.937;14.39;15.128;15.655;16.479;18.178;20.123;21.283;22.121;23.447;24.367;26.24;29.933
1820;11.896;13.136;13.941;14.394;15.132;15.659;16.484;18.184;20.129;21.291;22.129;23.456;24.375;26.25;29.944
1821;11.899;13.14;13.945;14.398;15.136;15.664;16.488;18.189;20.136;21.298;22.137;23.464;24.385;26.26;29.957
1822;11.903;13.143;13.949;14.402;15.141;15.668;16.493;18.195;20.143;21.305;22.144;23.473;24.393;26.27;29.969
1823;11.905;13.147;13.953;14.406;15.145;15.673;16.498;18.201;20.149;21.313;22.152;23.481;24.403;26.281;29.982
1824;11.909;13.15;13.956;14.41;15.15;15.677;16.503;18.206;20.156;21.32;22.16;23.49;24.411;26.29;29.994
1825;11.912;13.154;13.96;14.415;15.154;15.682;16.508;18.212;20.163;21.327;22.168;23.498;24.42;26.3;30.006
1826;11.915;13.157;13.964;14.419;15.158;15.687;16.513;18.218;20.169;21.334;22.175;23.507;24.429;26.31;30.019
1827;11.918;13.161;13.968;14.423;15.163;15.691;16.518;18.224;20.176;21.342;22.183;23.515;24.438;26.32;30.03
1828;11.921;13.165;13.972;14.427;15.167;15.696;16.523;18.229;20.183;21.349;22.191;23.523;24.447;26.33;30.042
1829;11.924;13.168;13.976;14.431;15.171;15.7;16.528;18.235;20.189;21.356;22.198;23.532;24.456;26.34;30.055
1830;11.927;13.172;13.98;14.435;15.176;15.705;16.533;18.241;20.196;21.363;22.206;23.54;24.465;26.35;30.067
1831;11.93;13.175;13.983;14.439;15.18;15.709;16.538;18.247;20.203;21.371;22.214;23.549;24.474;26.36;30.08
1832;11.933;13.178;13.987;14.443;15.184;15.714;16.543;18.252;20.209;21.378;22.222;23.557;24.483;26.37;30.092
1833;11.936;13.182;13.991;14.447;15.189;15.719;16.548;18.258;20.216;21.385;22.229;23.565;24.492;26.38;30.104
1834;11.939;13.185;13.995;14.451;15.193;15.723;16.553;18.264;20.223;21.392;22.237;23.574;24.501;26.39;30.116
1835;11.942;13.189;13.999;14.455;15.197;15.728;16.557;18.269;20.229;21.4;22.245;23.582;24.51;26.4;30.128
